Timestamp,GlobalHorizIrr(PSP),GHIFlag,DirNormIrr,DNIFlag,DiffuseHorizIrr,DHIFlag
2004-08-04,78821.94,2033.0,69625.59000000003,2105.0,31998.190000000002,2112.0
2004-08-05,13128.779999999993,658.0,552.9,520.0,13893.450000000006,563.0
2004-08-06,74906.20000000001,1617.0,64655.22000000002,1669.0,32602.519999999997,1669.0
2004-08-07,79390.72999999994,2942.0,86087.20000000004,3017.0,27176.72000000001,2466.0
2004-08-08,71155.28999999996,2477.0,73109.76999999995,2525.0,28582.840000000007,1881.0
2004-08-09,77429.53,2075.0,78498.26000000001,2147.0,29476.63000000002,2154.0
2004-08-10,71688.68999999999,1755.0,60208.710000000014,1837.0,34142.73,1844.0
2004-08-11,78029.95000000004,1376.0,72016.29000000004,1432.0,26429.77000000001,1377.0
2004-08-12,19093.120000000003,603.0,572.9399999999999,575.0,20272.099999999995,587.0
2004-08-13,35360.739999999976,606.0,4036.4700000000003,618.0,33881.799999999996,618.0
2004-08-14,67434.42000000001,1739.0,40958.350000000006,1742.0,37049.6,1742.0
2004-08-15,74641.31,1010.0,55166.140000000014,1063.0,34938.19000000001,1070.0
2004-08-16,60155.15000000001,1087.0,36937.199999999975,1133.0,35614.97000000001,1140.0
2004-08-17,72441.93000000004,1767.0,49950.39,1844.0,41248.57999999998,1844.0
2004-08-18,77917.02999999998,2312.0,68219.16000000002,2398.0,33588.11999999999,2398.0
2004-08-19,68644.12,1089.0,53559.85000000001,1155.0,31058.280000000006,1155.0
2004-08-20,68860.67999999998,1618.0,46507.17999999998,1674.0,40149.24999999999,1681.0
2004-08-21,22165.240000000027,612.0,432.6999999999999,598.0,23550.60999999999,611.0
2004-08-22,65502.37000000003,1179.0,42530.94,1196.0,38229.88000000001,1210.0
2004-08-23,68196.25999999998,1318.0,61434.17000000002,1382.0,27445.19,1389.0
2004-08-24,57922.130000000005,858.0,26758.109999999975,901.0,39835.46000000003,901.0
2004-08-25,74293.04,1563.0,57629.35000000001,1650.0,38148.009999999995,1586.0
2004-08-26,56742.969999999994,992.0,30423.069999999996,1045.0,39117.43000000001,1052.0
2004-08-27,69413.55999999998,1385.0,64296.75000000002,1454.0,30506.039999999983,1461.0
2004-08-28,61326.06000000002,2107.0,46111.31999999998,2185.0,33969.630000000005,2192.0
2004-08-29,55485.50999999998,703.0,33582.560000000005,725.0,34955.519999999975,732.0
2004-08-30,48983.260000000024,784.0,19344.250000000022,820.0,35468.240000000005,820.0
2004-08-31,53524.179999999986,1324.0,39754.970000000045,1379.0,30969.759999999995,1379.0
2004-09-01,56580.51000000002,862.0,32082.039999999975,894.0,35674.67000000002,901.0
2004-09-02,40696.52999999999,822.0,9559.700000000003,850.0,38711.28999999999,857.0
2004-09-03,49453.74000000002,772.0,22941.309999999994,808.0,37639.51999999998,815.0
2004-09-04,56519.999999999985,1183.0,30247.600000000002,1229.0,41027.14999999999,1236.0
2004-09-05,75077.90999999993,1921.0,85915.22000000002,2033.0,23796.30000000001,2033.0
2004-09-06,36610.51999999996,610.0,11919.320000000009,624.0,30573.56999999999,624.0
2004-09-07,12306.629999999997,535.0,69.21999999999997,520.0,13302.549999999997,520.0
2004-09-08,12700.830000000004,579.0,68.56999999999996,690.0,13671.330000000005,690.0
2004-09-09,24597.66000000001,568.0,919.6500000000003,576.0,25443.719999999998,583.0
2004-09-10,56736.77999999999,1384.0,53553.93999999997,1413.0,24715.690000000002,1420.0
2004-09-11,71152.56999999996,2603.0,83360.69,2704.0,20775.670000000002,2704.0
2004-09-12,49917.68999999999,805.0,32164.089999999982,834.0,32581.61000000001,834.0
2004-09-13,52930.78000000001,1056.0,29826.75,1089.0,35663.159999999974,1096.0
2004-09-14,16494.419999999984,641.0,125.75999999999999,624.0,17836.230000000003,661.0
2004-09-15,70137.23999999999,1789.0,95655.95000000003,1907.0,14226.01,1907.0
2004-09-16,23814.689999999995,563.0,757.8,569.0,24812.709999999995,569.0
2004-09-17,13068.410000000003,557.0,241.79999999999998,569.0,13851.669999999998,569.0
2004-09-18,36037.28,1110.0,32817.25999999996,1105.0,20889.329999999987,1147.0
2004-09-19,69137.36999999998,2719.0,107277.35000000003,2802.0,7828.279999999994,1769.0
2004-09-20,71773.83,2237.0,120719.54999999996,2360.0,6776.600000000001,2367.0
2004-09-21,68137.14000000001,2323.0,110494.06999999993,2437.0,8816.67,2437.0
2004-09-22,66990.05000000003,3586.0,107367.15999999993,3658.0,8097.270000000001,2542.0
2004-09-23,66433.16000000002,3335.0,104326.11999999997,3414.0,7969.9100000000035,2102.0
2004-09-24,60454.66,1338.0,75771.37,1421.0,19476.769999999997,1428.0
2004-09-25,51143.24000000001,936.0,42422.53000000001,979.0,27802.850000000013,979.0
2004-09-26,47248.899999999994,777.0,38082.6,811.0,24502.149999999994,818.0
2004-09-27,14820.799999999997,515.0,239.05999999999997,504.0,15556.749999999989,540.0
2004-09-28,8820.260000000002,666.0,47.080000000000005,803.0,9476.559999999998,858.0
2004-09-29,41637.21999999998,862.0,27885.55999999999,900.0,27008.989999999998,900.0
2004-09-30,41750.56000000001,732.0,27234.740000000005,756.0,26263.63,756.0
2004-10-01,58301.049999999974,1071.0,51093.20000000003,1134.0,29027.99000000002,1134.0
2004-10-02,13553.92,917.0,4241.500000000006,1248.0,13379.939999999995,1291.0
2004-10-03,35498.88000000002,820.0,17647.27,822.0,26716.409999999993,829.0
2004-10-04,63502.869999999995,2978.0,103366.06000000004,3026.0,7639.09,2379.0
2004-10-05,57455.56999999999,3745.0,102801.19000000003,3841.0,8637.84,2705.0
2004-10-06,57572.71000000002,2880.0,90774.77999999996,2974.0,13998.630000000003,2416.0
2004-10-07,54891.63999999999,2259.0,77079.75999999995,2331.0,13914.2,1586.0
2004-10-08,58270.78000000001,1652.0,89914.00999999998,1738.0,9575.380000000001,1745.0
2004-10-09,20121.079999999998,553.0,402.51999999999975,563.0,21172.39999999999,563.0
2004-10-10,52524.78,2078.0,69526.73000000004,2139.0,15283.259999999997,2139.0
2004-10-11,47907.309999999976,2001.0,45837.82000000002,1983.0,22521.550000000003,1616.0
2004-10-12,51668.22000000001,3516.0,88466.29000000001,3587.0,6951.570000000003,1888.0
2004-10-13,23191.219999999994,602.0,5736.630000000002,571.0,20531.32,595.0
2004-10-14,10800.340000000006,576.0,376.9699999999998,551.0,11363.54,565.0
2004-10-15,16953.140000000003,442.0,2794.4699999999993,417.0,16378.399999999989,424.0
2004-10-16,25980.489999999998,1004.0,31227.809999999998,1106.0,13973.710000000001,1125.0
2004-10-17,55225.200000000004,2354.0,106412.16000000003,2466.0,6868.589999999998,2473.0
2004-10-18,16691.030000000002,468.0,492.46000000000026,468.0,17338.370000000003,475.0
2004-10-19,20148.34,596.0,2917.239999999999,608.0,20611.16999999999,608.0
2004-10-20,27002.009999999987,763.0,10123.73000000001,776.0,22864.159999999996,783.0
2004-10-21,17879.489999999998,682.0,8938.56,672.0,14983.680000000006,684.0
2004-10-22,43075.19000000001,1183.0,53921.16,1244.0,16370.24,1244.0
2004-10-23,37063.69999999999,462.0,18141.21999999999,461.0,26373.030000000002,468.0
2004-10-24,14879.859999999995,1065.0,13550.609999999995,1209.0,10942.569999999996,1216.0
2004-10-25,47481.23000000001,2999.0,92152.13,3079.0,6168.460000000002,1964.0
2004-10-26,46529.28000000001,2416.0,89335.77000000002,2506.0,7152.51,2513.0
2004-10-27,6833.640000000005,636.0,30.19,689.0,7273.560000000001,695.0
2004-10-28,32057.69999999999,597.0,12738.399999999996,601.0,26036.91999999999,524.0
2004-10-29,10815.019999999999,624.0,1869.6299999999994,772.0,11093.230000000001,779.0
2004-10-30,35606.939999999995,783.0,37740.73,825.0,20516.79,839.0
2004-10-31,42527.07,1183.0,71116.38999999996,1250.0,10724.619999999994,1250.0
2004-11-01,39094.399999999994,907.0,55016.70999999996,951.0,15731.53,958.0
2004-11-02,39974.870000000024,1340.0,68107.26999999999,1420.0,8731.650000000005,1427.0
2004-11-03,13286.260000000006,482.0,529.72,418.0,13657.350000000006,418.0
2004-11-04,9747.119999999999,635.0,6773.770000000001,359.0,7160.600000000001,570.0
2004-11-05,41737.110000000015,1743.0,80676.62000000002,1819.0,7373.230000000002,1819.0
