Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2009,1,1,0,30,0,0,0,1.3552895784378052
2009,1,1,1,30,0,0,0,1.4799513816833496
2009,1,1,2,30,0,0,0,1.620331048965454
2009,1,1,3,30,0,0,0,1.7927559614181519
2009,1,1,4,30,0,0,0,2.0465643405914307
2009,1,1,5,30,0,0,0,2.066833257675171
2009,1,1,6,30,0,0,0,2.062509536743164
2009,1,1,7,30,0,0,0,2.0558388233184814
2009,1,1,8,30,82,214,121,2.0093984603881836
2009,1,1,9,30,146,452,307,1.68458092212677
2009,1,1,10,30,170,616,476,1.2188135385513306
2009,1,1,11,30,182,686,588,0.6706811785697937
2009,1,1,12,30,188,713,640,0.23191356658935547
2009,1,1,13,30,198,664,611,0.0624745637178421
2009,1,1,14,30,178,652,539,0.29957911372184753
2009,1,1,15,30,158,547,397,0.5450870394706726
2009,1,1,16,30,144,264,217,0.7608502507209778
2009,1,1,17,30,25,0,25,0.9867382645606995
2009,1,1,18,30,0,0,0,1.2001347541809082
2009,1,1,19,30,0,0,0,1.3569563627243042
2009,1,1,20,30,0,0,0,1.604171872138977
2009,1,1,21,30,0,0,0,1.9623152017593384
2009,1,1,22,30,0,0,0,2.3681139945983887
2009,1,1,23,30,0,0,0,2.7173187732696533
2009,1,2,0,30,0,0,0,2.8898468017578125
2009,1,2,1,30,0,0,0,2.836289405822754
2009,1,2,2,30,0,0,0,2.6897404193878174
2009,1,2,3,30,0,0,0,2.5529699325561523
2009,1,2,4,30,0,0,0,2.526780843734741
2009,1,2,5,30,0,0,0,2.6279969215393066
2009,1,2,6,30,0,0,0,2.7904415130615234
2009,1,2,7,30,0,0,0,2.9633142948150635
2009,1,2,8,30,82,213,120,2.94419527053833
2009,1,2,9,30,142,476,312,2.4970779418945312
2009,1,2,10,30,166,624,476,2.2851486206054688
2009,1,2,11,30,192,690,601,2.4344515800476074
2009,1,2,12,30,188,715,642,2.373828411102295
2009,1,2,13,30,197,710,639,2.4107954502105713
2009,1,2,14,30,209,582,532,2.2964022159576416
2009,1,2,15,30,186,421,371,2.1397387981414795
2009,1,2,16,30,145,272,221,1.9726368188858032
2009,1,2,17,30,27,0,27,1.9585126638412476
2009,1,2,18,30,0,0,0,2.1016311645507812
2009,1,2,19,30,0,0,0,2.2793385982513428
2009,1,2,20,30,0,0,0,2.6741442680358887
2009,1,2,21,30,0,0,0,3.039175510406494
2009,1,2,22,30,0,0,0,3.192171335220337
2009,1,2,23,30,0,0,0,3.1362926959991455
2009,1,3,0,30,0,0,0,2.952634572982788
2009,1,3,1,30,0,0,0,2.800870895385742
2009,1,3,2,30,0,0,0,2.6747798919677734
2009,1,3,3,30,0,0,0,2.5799901485443115
2009,1,3,4,30,0,0,0,2.4504830837249756
2009,1,3,5,30,0,0,0,2.307706356048584
2009,1,3,6,30,0,0,0,2.2150654792785645
2009,1,3,7,30,0,0,0,2.164902448654175
2009,1,3,8,30,82,211,120,1.9808135032653809
2009,1,3,9,30,137,491,311,1.4629369974136353
2009,1,3,10,30,171,616,478,0.874846875667572
2009,1,3,11,30,191,681,594,0.24566945433616638
2009,1,3,12,30,198,706,648,0.12429310381412506
2009,1,3,13,30,196,698,632,0.031869690865278244
2009,1,3,14,30,183,656,549,0.09908483177423477
2009,1,3,15,30,158,567,407,0.23287415504455566
2009,1,3,16,30,114,402,226,0.4737793207168579
2009,1,3,17,30,30,0,30,0.9091362357139587
2009,1,3,18,30,0,0,0,1.3495081663131714
2009,1,3,19,30,0,0,0,1.665950894355774
2009,1,3,20,30,0,0,0,1.923291802406311
2009,1,3,21,30,0,0,0,2.1926045417785645
2009,1,3,22,30,0,0,0,2.4206721782684326
2009,1,3,23,30,0,0,0,2.578556776046753
2009,1,4,0,30,0,0,0,2.6721596717834473
2009,1,4,1,30,0,0,0,2.71828293800354
2009,1,4,2,30,0,0,0,2.698441982269287
2009,1,4,3,30,0,0,0,2.6181118488311768
2009,1,4,4,30,0,0,0,2.563906192779541
2009,1,4,5,30,0,0,0,2.572237014770508
2009,1,4,6,30,0,0,0,2.6693785190582275
2009,1,4,7,30,0,0,0,2.789623737335205
2009,1,4,8,30,77,66,89,2.5354673862457275
2009,1,4,9,30,163,366,293,2.001617908477783
2009,1,4,10,30,169,602,469,1.6999002695083618
2009,1,4,11,30,300,188,412,1.185279130935669
2009,1,4,12,30,317,104,384,0.7223820090293884
2009,1,4,13,30,274,455,559,0.6397750377655029
2009,1,4,14,30,232,476,498,0.9988299608230591
2009,1,4,15,30,178,454,379,1.470218539237976
2009,1,4,16,30,114,400,227,2.0561583042144775
2009,1,4,17,30,27,0,27,3.0094234943389893
2009,1,4,18,30,0,0,0,3.7538280487060547
2009,1,4,19,30,0,0,0,4.061587810516357
2009,1,4,20,30,0,0,0,4.105213165283203
2009,1,4,21,30,0,0,0,4.107299327850342
2009,1,4,22,30,0,0,0,4.149412155151367
2009,1,4,23,30,0,0,0,4.22702693939209
2009,1,5,0,30,0,0,0,4.309141635894775
2009,1,5,1,30,0,0,0,4.427271842956543
2009,1,5,2,30,0,0,0,4.517444610595703
2009,1,5,3,30,0,0,0,4.535158157348633
2009,1,5,4,30,0,0,0,4.502155780792236
2009,1,5,5,30,0,0,0,4.47623348236084
2009,1,5,6,30,0,0,0,4.473525047302246
2009,1,5,7,30,0,0,0,4.40908145904541
2009,1,5,8,30,85,162,114,3.908214807510376
2009,1,5,9,30,159,312,270,3.481006383895874
2009,1,5,10,30,191,554,467,3.971550226211548
