Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2004,1,1,0,30,0,0,0,3.5021958351135254
2004,1,1,1,30,0,0,0,3.2293717861175537
2004,1,1,2,30,0,0,0,3.1813416481018066
2004,1,1,3,30,0,0,0,3.198934316635132
2004,1,1,4,30,0,0,0,3.1925506591796875
2004,1,1,5,30,0,0,0,2.1992759704589844
2004,1,1,6,30,0,0,0,2.518054485321045
2004,1,1,7,30,0,0,0,2.801907777786255
2004,1,1,8,30,82,232,124,2.7845888137817383
2004,1,1,9,30,135,494,311,2.378859758377075
2004,1,1,10,30,166,616,472,2.4216067790985107
2004,1,1,11,30,207,650,592,2.6371140480041504
2004,1,1,12,30,252,515,578,2.531827449798584
2004,1,1,13,30,229,552,571,2.254530429840088
2004,1,1,14,30,185,628,532,2.0015618801116943
2004,1,1,15,30,154,565,399,1.885901689529419
2004,1,1,16,30,114,356,212,1.8996829986572266
2004,1,1,17,30,21,0,21,2.0392098426818848
2004,1,1,18,30,0,0,0,2.0953307151794434
2004,1,1,19,30,0,0,0,2.007096767425537
2004,1,1,20,30,0,0,0,1.8158410787582397
2004,1,1,21,30,0,0,0,1.6414562463760376
2004,1,1,22,30,0,0,0,1.5225305557250977
2004,1,1,23,30,0,0,0,1.428614854812622
2004,1,2,0,30,0,0,0,1.4110045433044434
2004,1,2,1,30,0,0,0,1.5020993947982788
2004,1,2,2,30,0,0,0,1.5316507816314697
2004,1,2,3,30,0,0,0,1.5078494548797607
2004,1,2,4,30,0,0,0,1.44623601436615
2004,1,2,5,30,0,0,0,1.3503588438034058
2004,1,2,6,30,0,0,0,1.2610312700271606
2004,1,2,7,30,0,0,0,1.187984824180603
2004,1,2,8,30,81,210,119,1.1911369562149048
2004,1,2,9,30,134,494,310,1.1852340698242188
2004,1,2,10,30,173,581,462,1.515330195426941
2004,1,2,11,30,192,646,575,1.7106876373291016
2004,1,2,12,30,190,703,636,1.7850401401519775
2004,1,2,13,30,181,721,629,1.885381817817688
2004,1,2,14,30,171,677,546,1.92237389087677
2004,1,2,15,30,208,453,406,2.0223851203918457
2004,1,2,16,30,121,65,139,2.274507999420166
2004,1,2,17,30,28,0,28,2.816953659057617
2004,1,2,18,30,0,0,0,3.345242977142334
2004,1,2,19,30,0,0,0,3.704887628555298
2004,1,2,20,30,0,0,0,4.017178535461426
2004,1,2,21,30,0,0,0,4.137173175811768
2004,1,2,22,30,0,0,0,4.125972747802734
2004,1,2,23,30,0,0,0,4.05849027633667
2004,1,3,0,30,0,0,0,3.9705121517181396
2004,1,3,1,30,0,0,0,3.9209108352661133
2004,1,3,2,30,0,0,0,3.7206385135650635
2004,1,3,3,30,0,0,0,3.507117748260498
2004,1,3,4,30,0,0,0,3.3091530799865723
2004,1,3,5,30,0,0,0,3.1312947273254395
2004,1,3,6,30,0,0,0,2.9662117958068848
2004,1,3,7,30,0,0,0,2.7744436264038086
2004,1,3,8,30,79,67,91,2.5969111919403076
2004,1,3,9,30,161,62,184,2.3356335163116455
2004,1,3,10,30,221,29,236,2.3738975524902344
2004,1,3,11,30,291,222,423,2.558514356613159
2004,1,3,12,30,248,601,630,2.3815929889678955
2004,1,3,13,30,187,699,623,2.3342092037200928
2004,1,3,14,30,171,678,548,2.406928777694702
2004,1,3,15,30,153,582,408,2.645702600479126
2004,1,3,16,30,145,271,221,2.9651618003845215
2004,1,3,17,30,25,0,25,3.389533758163452
2004,1,3,18,30,0,0,0,3.5905802249908447
2004,1,3,19,30,0,0,0,3.5023703575134277
2004,1,3,20,30,0,0,0,3.349350929260254
2004,1,3,21,30,0,0,0,3.411893367767334
2004,1,3,22,30,0,0,0,3.857347249984741
2004,1,3,23,30,0,0,0,4.215409278869629
2004,1,4,0,30,0,0,0,4.36924934387207
2004,1,4,1,30,0,0,0,4.444188117980957
2004,1,4,2,30,0,0,0,4.327933311462402
2004,1,4,3,30,0,0,0,4.121971607208252
2004,1,4,4,30,0,0,0,3.8847718238830566
2004,1,4,5,30,0,0,0,3.653942823410034
2004,1,4,6,30,0,0,0,3.462085723876953
2004,1,4,7,30,0,0,0,3.3588361740112305
2004,1,4,8,30,85,204,122,3.3250527381896973
2004,1,4,9,30,142,439,298,3.176884651184082
2004,1,4,10,30,178,558,456,3.372779130935669
2004,1,4,11,30,205,614,570,4.077518463134766
2004,1,4,12,30,241,557,596,4.03461217880249
2004,1,4,13,30,230,576,590,4.026727199554443
2004,1,4,14,30,266,378,477,3.978322744369507
2004,1,4,15,30,155,577,409,3.9756948947906494
2004,1,4,16,30,128,283,208,3.9593749046325684
2004,1,4,17,30,36,22,38,4.319152355194092
2004,1,4,18,30,0,0,0,4.784912109375
2004,1,4,19,30,0,0,0,5.014062881469727
2004,1,4,20,30,0,0,0,5.167062282562256
2004,1,4,21,30,0,0,0,5.192376136779785
2004,1,4,22,30,0,0,0,5.098909854888916
2004,1,4,23,30,0,0,0,4.928307056427002
2004,1,5,0,30,0,0,0,4.734035968780518
2004,1,5,1,30,0,0,0,4.581844806671143
2004,1,5,2,30,0,0,0,4.303553581237793
2004,1,5,3,30,0,0,0,3.983370065689087
2004,1,5,4,30,0,0,0,3.7239129543304443
2004,1,5,5,30,0,0,0,3.5281989574432373
2004,1,5,6,30,0,0,0,3.4080679416656494
2004,1,5,7,30,0,0,0,3.3482666015625
2004,1,5,8,30,84,164,113,3.1446688175201416
2004,1,5,9,30,133,486,306,2.801163911819458
2004,1,5,10,30,249,240,369,2.8992934226989746
2004,1,5,11,30,308,211,434,3.031911849975586
2004,1,5,12,30,283,419,551,2.920414686203003
2004,1,5,13,30,271,439,546,2.9032905101776123
2004,1,5,14,30,178,660,548,2.926177501678467
2004,1,5,15,30,158,565,408,3.0077831745147705
2004,1,5,16,30,147,289,229,3.1275131702423096
2004,1,5,17,30,31,0,31,3.4740540981292725
2004,1,5,18,30,0,0,0,3.859193801879883
2004,1,5,19,30,0,0,0,4.111696720123291
2004,1,5,20,30,0,0,0,4.2584004402160645
2004,1,5,21,30,0,0,0,4.375236988067627
2004,1,5,22,30,0,0,0,4.496344566345215
2004,1,5,23,30,0,0,0,4.622043609619141
