Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2013,1,1,0,30,0,0,0,3.7421529293060303
2013,1,1,1,30,0,0,0,3.8915951251983643
2013,1,1,2,30,0,0,0,3.838712692260742
2013,1,1,3,30,0,0,0,3.608633279800415
2013,1,1,4,30,0,0,0,3.4255993366241455
2013,1,1,5,30,0,0,0,1.2980949878692627
2013,1,1,6,30,0,0,0,1.2231642007827759
2013,1,1,7,30,0,0,0,1.2250300645828247
2013,1,1,8,30,86,179,118,1.2411750555038452
2013,1,1,9,30,143,473,312,1.0108798742294312
2013,1,1,10,30,167,619,475,0.43165266513824463
2013,1,1,11,30,187,669,583,0.6924325227737427
2013,1,1,12,30,220,628,618,1.1702388525009155
2013,1,1,13,30,199,679,621,1.435623049736023
2013,1,1,14,30,198,585,522,1.6351854801177979
2013,1,1,15,30,172,473,378,1.9472057819366455
2013,1,1,16,30,137,238,203,2.3091464042663574
2013,1,1,17,30,24,0,24,2.7993454933166504
2013,1,1,18,30,0,0,0,3.235161781311035
2013,1,1,19,30,0,0,0,3.543217658996582
2013,1,1,20,30,0,0,0,3.6944997310638428
2013,1,1,21,30,0,0,0,3.7267088890075684
2013,1,1,22,30,0,0,0,3.619220733642578
2013,1,1,23,30,0,0,0,3.4875543117523193
2013,1,2,0,30,0,0,0,3.4122378826141357
2013,1,2,1,30,0,0,0,3.3838722705841064
2013,1,2,2,30,0,0,0,3.4220778942108154
2013,1,2,3,30,0,0,0,3.3951988220214844
2013,1,2,4,30,0,0,0,3.326768159866333
2013,1,2,5,30,0,0,0,3.211244821548462
2013,1,2,6,30,0,0,0,2.989288330078125
2013,1,2,7,30,0,0,0,2.6461894512176514
2013,1,2,8,30,82,196,117,2.17855167388916
2013,1,2,9,30,146,451,307,1.5782324075698853
2013,1,2,10,30,171,596,468,1.7700166702270508
2013,1,2,11,30,187,670,584,1.959971308708191
2013,1,2,12,30,201,673,629,1.7331280708312988
2013,1,2,13,30,189,699,624,1.543612003326416
2013,1,2,14,30,176,665,545,1.5086147785186768
2013,1,2,15,30,159,553,401,1.5555639266967773
