Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2006,1,1,0,30,0,0,0,2.6644210815429688
2006,1,1,1,30,0,0,0,2.5919485092163086
2006,1,1,2,30,0,0,0,2.34165358543396
2006,1,1,3,30,0,0,0,2.0403060913085938
2006,1,1,4,30,0,0,0,1.8540735244750977
2006,1,1,5,30,0,0,0,1.6413829326629639
2006,1,1,6,30,0,0,0,1.546368956565857
2006,1,1,7,30,0,0,0,1.4432109594345093
2006,1,1,8,30,67,14,70,1.1870824098587036
2006,1,1,9,30,171,192,240,0.828650712966919
2006,1,1,10,30,245,128,309,0.8657569885253906
2006,1,1,11,30,261,536,578,1.1101438999176025
2006,1,1,12,30,320,278,497,1.3657251596450806
2006,1,1,13,30,313,221,451,1.6397548913955688
2006,1,1,14,30,250,506,530,1.746964454650879
2006,1,1,15,30,197,66,226,1.771612524986267
2006,1,1,16,30,110,402,221,2.16049861907959
2006,1,1,17,30,10,0,10,2.9450411796569824
2006,1,1,18,30,0,0,0,3.221688747406006
2006,1,1,19,30,0,0,0,3.1814539432525635
2006,1,1,20,30,0,0,0,3.211961030960083
2006,1,1,21,30,0,0,0,3.2363479137420654
2006,1,1,22,30,0,0,0,3.2209832668304443
2006,1,1,23,30,0,0,0,3.228273391723633
2006,1,2,0,30,0,0,0,3.305450916290283
2006,1,2,1,30,0,0,0,3.4308648109436035
2006,1,2,2,30,0,0,0,3.3192999362945557
2006,1,2,3,30,0,0,0,3.1697211265563965
2006,1,2,4,30,0,0,0,3.000537395477295
2006,1,2,5,30,0,0,0,2.776092767715454
2006,1,2,6,30,0,0,0,2.48282527923584
2006,1,2,7,30,0,0,0,2.1399478912353516
2006,1,2,8,30,81,185,114,1.6799076795578003
2006,1,2,9,30,171,212,247,1.2852197885513306
2006,1,2,10,30,205,551,479,1.5026888847351074
2006,1,2,11,30,252,467,529,2.1519429683685303
