Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2000,1,1,0,30,0,0,0,4.077702522277832
2000,1,1,1,30,0,0,0,4.122235298156738
2000,1,1,2,30,0,0,0,4.164664268493652
2000,1,1,3,30,0,0,0,4.280252933502197
2000,1,1,4,30,0,0,0,4.379087448120117
2000,1,1,5,30,0,0,0,3.0331289768218994
2000,1,1,6,30,0,0,0,2.805263042449951
2000,1,1,7,30,0,0,0,2.583268880844116
2000,1,1,8,30,78,282,129,2.448648691177368
2000,1,1,9,30,121,551,318,2.0504350662231445
2000,1,1,10,30,150,664,480,1.748882532119751
2000,1,1,11,30,158,743,598,1.9679412841796875
2000,1,1,12,30,162,773,652,2.0829343795776367
2000,1,1,13,30,161,765,635,1.890639305114746
2000,1,1,14,30,165,722,564,1.6386710405349731
2000,1,1,15,30,143,632,418,1.5557605028152466
2000,1,1,16,30,103,455,228,1.9004731178283691
2000,1,1,17,30,22,0,22,2.7529895305633545
2000,1,1,18,30,0,0,0,3.532810926437378
2000,1,1,19,30,0,0,0,4.033849239349365
2000,1,1,20,30,0,0,0,4.292476177215576
2000,1,1,21,30,0,0,0,4.3774590492248535
2000,1,1,22,30,0,0,0,4.330813407897949
2000,1,1,23,30,0,0,0,4.1803154945373535
2000,1,2,0,30,0,0,0,3.977966785430908
2000,1,2,1,30,0,0,0,3.781078338623047
2000,1,2,2,30,0,0,0,3.715993642807007
2000,1,2,3,30,0,0,0,3.724606990814209
2000,1,2,4,30,0,0,0,3.7774510383605957
2000,1,2,5,30,0,0,0,3.848686456680298
2000,1,2,6,30,0,0,0,3.8621017932891846
2000,1,2,7,30,0,0,0,3.77876353263855
2000,1,2,8,30,78,280,128,3.303603172302246
2000,1,2,9,30,126,524,313,2.3642356395721436
2000,1,2,10,30,195,585,486,1.5898863077163696
2000,1,2,11,30,297,305,478,1.1327087879180908
2000,1,2,12,30,228,670,653,0.5525431632995605
2000,1,2,13,30,179,729,632,0.19736285507678986
2000,1,2,14,30,174,653,536,0.7321631908416748
2000,1,2,15,30,140,628,414,1.2915353775024414
2000,1,2,16,30,139,336,232,1.990006446838379
2000,1,2,17,30,29,0,29,2.7813730239868164
2000,1,2,18,30,0,0,0,3.1726908683776855
2000,1,2,19,30,0,0,0,3.2140889167785645
2000,1,2,20,30,0,0,0,3.2675492763519287
2000,1,2,21,30,0,0,0,3.3132545948028564
2000,1,2,22,30,0,0,0,3.2588911056518555
2000,1,2,23,30,0,0,0,3.123896598815918
2000,1,3,0,30,0,0,0,2.984994411468506
2000,1,3,1,30,0,0,0,2.8919732570648193
2000,1,3,2,30,0,0,0,2.6751863956451416
2000,1,3,3,30,0,0,0,2.445697784423828
2000,1,3,4,30,0,0,0,2.296482801437378
2000,1,3,5,30,0,0,0,2.194026470184326
2000,1,3,6,30,0,0,0,2.0748238563537598
2000,1,3,7,30,0,0,0,1.9099483489990234
2000,1,3,8,30,77,279,127,1.6505351066589355
2000,1,3,9,30,122,551,318,1.162928819656372
2000,1,3,10,30,146,684,486,0.6606684327125549
2000,1,3,11,30,158,748,601,0.8883087635040283
2000,1,3,12,30,162,774,654,0.5951395630836487
2000,1,3,13,30,161,767,639,0.44439613819122314
2000,1,3,14,30,153,726,556,0.6138421893119812
2000,1,3,15,30,136,638,416,0.876846432685852
2000,1,3,16,30,139,345,236,1.2746248245239258
2000,1,3,17,30,31,5,32,1.8370252847671509
2000,1,3,18,30,0,0,0,2.2480809688568115
2000,1,3,19,30,0,0,0,2.504948854446411
2000,1,3,20,30,0,0,0,2.549424886703491
2000,1,3,21,30,0,0,0,2.5025486946105957
2000,1,3,22,30,0,0,0,2.4312071800231934
2000,1,3,23,30,0,0,0,2.345665693283081
2000,1,4,0,30,0,0,0,2.2459282875061035
2000,1,4,1,30,0,0,0,2.2022244930267334
2000,1,4,2,30,0,0,0,1.9908329248428345
2000,1,4,3,30,0,0,0,1.777543067932129
2000,1,4,4,30,0,0,0,1.6300785541534424
2000,1,4,5,30,0,0,0,1.4904543161392212
2000,1,4,6,30,0,0,0,1.3660155534744263
2000,1,4,7,30,0,0,0,1.2934939861297607
2000,1,4,8,30,79,266,127,1.3687589168548584
2000,1,4,9,30,127,563,327,1.2825651168823242
2000,1,4,10,30,149,667,481,1.0481340885162354
2000,1,4,11,30,164,727,595,1.1887011528015137
2000,1,4,12,30,174,738,644,1.3186008930206299
2000,1,4,13,30,163,760,638,1.3399063348770142
2000,1,4,14,30,158,708,553,1.2844798564910889
2000,1,4,15,30,138,634,417,1.2603321075439453
2000,1,4,16,30,141,323,232,1.4240328073501587
2000,1,4,17,30,30,0,30,1.7866085767745972
2000,1,4,18,30,0,0,0,2.0337588787078857
2000,1,4,19,30,0,0,0,2.120952606201172
2000,1,4,20,30,0,0,0,1.9000252485275269
2000,1,4,21,30,0,0,0,1.5280622243881226
2000,1,4,22,30,0,0,0,1.1484233140945435
2000,1,4,23,30,0,0,0,0.7947461605072021
2000,1,5,0,30,0,0,0,0.4774755537509918
2000,1,5,1,30,0,0,0,0.18193766474723816
2000,1,5,2,30,0,0,0,0.1078367680311203
2000,1,5,3,30,0,0,0,0.2736568748950958
2000,1,5,4,30,0,0,0,0.4826728403568268
2000,1,5,5,30,0,0,0,0.6965504288673401
2000,1,5,6,30,0,0,0,0.8343818187713623
2000,1,5,7,30,0,0,0,0.8606843948364258
2000,1,5,8,30,79,264,126,0.7875478863716125
2000,1,5,9,30,122,551,318,0.6316747069358826
2000,1,5,10,30,154,645,475,0.2014731615781784
2000,1,5,11,30,177,681,582,0.6262514591217041
2000,1,5,12,30,172,744,647,0.9279302954673767
2000,1,5,13,30,179,711,624,1.129233717918396
2000,1,5,14,30,172,655,539,1.2832549810409546
2000,1,5,15,30,151,571,404,1.4972461462020874
2000,1,5,16,30,136,300,221,1.7936789989471436
2000,1,5,17,30,32,0,32,2.1612155437469482
2000,1,5,18,30,0,0,0,2.399955987930298
2000,1,5,19,30,0,0,0,2.4846293926239014
2000,1,5,20,30,0,0,0,2.4869823455810547
2000,1,5,21,30,0,0,0,2.560314178466797
2000,1,5,22,30,0,0,0,2.5866379737854004
2000,1,5,23,30,0,0,0,2.219275712966919
2000,1,6,0,30,0,0,0,1.8499776124954224
2000,1,6,1,30,0,0,0,1.7053375244140625
2000,1,6,2,30,0,0,0,1.693519949913025
2000,1,6,3,30,0,0,0,1.7754862308502197
2000,1,6,4,30,0,0,0,1.7336432933807373
2000,1,6,5,30,0,0,0,1.5781471729278564
2000,1,6,6,30,0,0,0,1.3919531106948853
2000,1,6,7,30,0,0,0,1.1957305669784546
2000,1,6,8,30,77,254,122,0.9280626177787781
2000,1,6,9,30,126,526,313,0.552899181842804
2000,1,6,10,30,154,648,477,0.09315090626478195
2000,1,6,11,30,176,685,584,1.03754723072052
2000,1,6,12,30,179,722,641,1.4514412879943848
2000,1,6,13,30,177,745,645,1.7102892398834229
2000,1,6,14,30,185,621,534,1.757981300354004
2000,1,6,15,30,155,549,400,1.5942999124526978
2000,1,6,16,30,134,347,234,1.3663395643234253
2000,1,6,17,30,34,7,35,1.0504586696624756
2000,1,6,18,30,0,0,0,0.6901476383209229
2000,1,6,19,30,0,0,0,0.37484219670295715
2000,1,6,20,30,0,0,0,0.06341017782688141
2000,1,6,21,30,0,0,0,0.499538391828537
2000,1,6,22,30,0,0,0,0.9186012148857117
2000,1,6,23,30,0,0,0,1.1330053806304932
2000,1,7,0,30,0,0,0,1.2657274007797241
2000,1,7,1,30,0,0,0,1.450384497642517
2000,1,7,2,30,0,0,0,1.8021519184112549
2000,1,7,3,30,0,0,0,2.250072717666626
2000,1,7,4,30,0,0,0,2.7370009422302246
2000,1,7,5,30,0,0,0,3.1443533897399902
2000,1,7,6,30,0,0,0,3.498819589614868
2000,1,7,7,30,0,0,0,3.9138646125793457
2000,1,7,8,30,79,149,106,3.79427170753479
2000,1,7,9,30,134,502,313,2.892604112625122
2000,1,7,10,30,162,619,471,2.348233222961426
2000,1,7,11,30,170,729,605,2.88778018951416
2000,1,7,12,30,244,569,609,2.850022792816162
2000,1,7,13,30,248,536,586,2.884453535079956
2000,1,7,14,30,165,710,565,3.1258625984191895
2000,1,7,15,30,169,526,405,3.2702224254608154
2000,1,7,16,30,107,462,241,3.0349206924438477
2000,1,7,17,30,33,0,33,2.8446507453918457
2000,1,7,18,30,0,0,0,2.927940845489502
2000,1,7,19,30,0,0,0,3.14005184173584
2000,1,7,20,30,0,0,0,3.4941158294677734
2000,1,7,21,30,0,0,0,3.8579397201538086
2000,1,7,22,30,0,0,0,4.136958599090576
2000,1,7,23,30,0,0,0,4.346578598022461
2000,1,8,0,30,0,0,0,4.527621746063232
2000,1,8,1,30,0,0,0,4.711067199707031
2000,1,8,2,30,0,0,0,4.698482990264893
2000,1,8,3,30,0,0,0,4.504281044006348
2000,1,8,4,30,0,0,0,4.257094383239746
2000,1,8,5,30,0,0,0,4.017218112945557
2000,1,8,6,30,0,0,0,3.7458865642547607
2000,1,8,7,30,0,0,0,3.418032646179199
2000,1,8,8,30,81,204,117,2.878933906555176
2000,1,8,9,30,123,530,312,2.264974594116211
2000,1,8,10,30,166,9,171,2.5075976848602295
2000,1,8,11,30,306,472,588,2.4138028621673584
2000,1,8,12,30,330,285,513,2.280160427093506
2000,1,8,13,30,239,24,255,2.0637688636779785
2000,1,8,14,30,283,134,359,1.8177025318145752
2000,1,8,15,30,109,0,109,1.6735596656799316
2000,1,8,16,30,154,219,218,1.6412115097045898
2000,1,8,17,30,18,0,18,1.6380935907363892
2000,1,8,18,30,0,0,0,1.637387990951538
2000,1,8,19,30,0,0,0,1.6585023403167725
2000,1,8,20,30,0,0,0,1.5260074138641357
2000,1,8,21,30,0,0,0,1.1580146551132202
2000,1,8,22,30,0,0,0,0.7534908056259155
2000,1,8,23,30,0,0,0,0.48579469323158264
2000,1,9,0,30,0,0,0,0.4730640649795532
2000,1,9,1,30,0,0,0,0.6788482069969177
2000,1,9,2,30,0,0,0,0.8952646255493164
2000,1,9,3,30,0,0,0,0.9878594279289246
2000,1,9,4,30,0,0,0,0.9966282844543457
2000,1,9,5,30,0,0,0,0.9968648552894592
2000,1,9,6,30,0,0,0,1.052876353263855
