Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2007,1,1,0,30,0,0,0,2.2518270015716553
2007,1,1,1,30,0,0,0,2.123926877975464
2007,1,1,2,30,0,0,0,2.0165202617645264
2007,1,1,3,30,0,0,0,1.9421976804733276
2007,1,1,4,30,0,0,0,1.865769863128662
2007,1,1,5,30,0,0,0,1.8019884824752808
2007,1,1,6,30,0,0,0,1.8170515298843384
2007,1,1,7,30,0,0,0,1.9132966995239258
2007,1,1,8,30,81,234,123,1.9527504444122314
2007,1,1,9,30,132,501,311,1.6664769649505615
2007,1,1,10,30,167,604,467,1.5824953317642212
2007,1,1,11,30,182,676,582,2.231032371520996
2007,1,1,12,30,192,691,630,2.319559097290039
2007,1,1,13,30,186,694,617,2.301555633544922
2007,1,1,14,30,175,652,535,2.3390445709228516
2007,1,1,15,30,152,567,399,2.5229949951171875
2007,1,1,16,30,112,361,212,2.8044536113739014
2007,1,1,17,30,24,0,24,3.2489798069000244
2007,1,1,18,30,0,0,0,3.5969533920288086
2007,1,1,19,30,0,0,0,3.7275335788726807
2007,1,1,20,30,0,0,0,3.7304022312164307
2007,1,1,21,30,0,0,0,3.6199259757995605
2007,1,1,22,30,0,0,0,3.484814167022705
2007,1,1,23,30,0,0,0,3.3956687450408936
2007,1,2,0,30,0,0,0,3.3100640773773193
2007,1,2,1,30,0,0,0,3.2302019596099854
2007,1,2,2,30,0,0,0,3.1073198318481445
2007,1,2,3,30,0,0,0,2.9518682956695557
2007,1,2,4,30,0,0,0,2.773705005645752
2007,1,2,5,30,0,0,0,2.564450740814209
2007,1,2,6,30,0,0,0,2.3259341716766357
2007,1,2,7,30,0,0,0,2.115239143371582
2007,1,2,8,30,81,229,122,1.8994299173355103
2007,1,2,9,30,136,475,305,1.4114959239959717
2007,1,2,10,30,167,604,467,0.9556522369384766
2007,1,2,11,30,181,678,583,1.3102900981903076
2007,1,2,12,30,192,693,632,1.5413016080856323
2007,1,2,13,30,188,729,642,1.826112985610962
2007,1,2,14,30,176,687,557,2.0646488666534424
2007,1,2,15,30,152,575,403,2.231776714324951
2007,1,2,16,30,135,291,216,2.3720600605010986
2007,1,2,17,30,27,0,27,2.603569746017456
2007,1,2,18,30,0,0,0,2.7743380069732666
2007,1,2,19,30,0,0,0,2.797701835632324
2007,1,2,20,30,0,0,0,2.7095067501068115
2007,1,2,21,30,0,0,0,2.5075016021728516
2007,1,2,22,30,0,0,0,2.2661068439483643
