Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2002,1,1,0,30,0,0,0,1.801186442375183
2002,1,1,1,30,0,0,0,1.647720217704773
2002,1,1,2,30,0,0,0,1.4581191539764404
2002,1,1,3,30,0,0,0,1.2581698894500732
2002,1,1,4,30,0,0,0,1.1994179487228394
2002,1,1,5,30,0,0,0,3.576699733734131
2002,1,1,6,30,0,0,0,3.524817943572998
2002,1,1,7,30,0,0,0,3.460355281829834
2002,1,1,8,30,78,261,125,3.1901278495788574
2002,1,1,9,30,125,527,313,2.4502527713775635
2002,1,1,10,30,152,654,477,1.768411636352539
2002,1,1,11,30,170,701,585,1.5064743757247925
2002,1,1,12,30,185,700,629,1.1949719190597534
2002,1,1,13,30,177,714,620,0.8837848901748657
2002,1,1,14,30,163,705,553,0.9093746542930603
2002,1,1,15,30,157,562,402,1.0698274374008179
2002,1,1,16,30,109,377,213,1.38978111743927
2002,1,1,17,30,23,0,23,1.8748815059661865
2002,1,1,18,30,0,0,0,2.3387629985809326
2002,1,1,19,30,0,0,0,2.696084499359131
2002,1,1,20,30,0,0,0,3.0271410942077637
2002,1,1,21,30,0,0,0,3.2857003211975098
2002,1,1,22,30,0,0,0,3.4152276515960693
2002,1,1,23,30,0,0,0,3.441988706588745
2002,1,2,0,30,0,0,0,3.425544023513794
2002,1,2,1,30,0,0,0,3.421271800994873
2002,1,2,2,30,0,0,0,3.357632875442505
2002,1,2,3,30,0,0,0,3.2681703567504883
2002,1,2,4,30,0,0,0,3.2364938259124756
2002,1,2,5,30,0,0,0,3.1943492889404297
2002,1,2,6,30,0,0,0,3.1072914600372314
2002,1,2,7,30,0,0,0,3.031804084777832
2002,1,2,8,30,78,259,124,2.820216178894043
2002,1,2,9,30,125,524,312,2.2349321842193604
2002,1,2,10,30,152,654,477,1.7315627336502075
2002,1,2,11,30,170,702,586,1.7930502891540527
2002,1,2,12,30,175,732,640,1.8040887117385864
2002,1,2,13,30,175,719,622,1.692089319229126
2002,1,2,14,30,158,703,548,1.8084913492202759
2002,1,2,15,30,140,628,415,2.016207695007324
2002,1,2,16,30,140,308,226,2.329972743988037
2002,1,2,17,30,31,0,31,2.874431610107422
2002,1,2,18,30,0,0,0,3.410074472427368
2002,1,2,19,30,0,0,0,3.7573952674865723
2002,1,2,20,30,0,0,0,3.9001498222351074
2002,1,2,21,30,0,0,0,3.9395604133605957
2002,1,2,22,30,0,0,0,3.9257326126098633
2002,1,2,23,30,0,0,0,3.8681821823120117
2002,1,3,0,30,0,0,0,3.8126444816589355
2002,1,3,1,30,0,0,0,3.820801258087158
2002,1,3,2,30,0,0,0,3.659297227859497
2002,1,3,3,30,0,0,0,3.4775352478027344
2002,1,3,4,30,0,0,0,3.4065561294555664
2002,1,3,5,30,0,0,0,3.391671895980835
2002,1,3,6,30,0,0,0,3.3626978397369385
2002,1,3,7,30,0,0,0,3.298572301864624
2002,1,3,8,30,79,268,127,3.0856173038482666
