Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,16395,-,-,India,27.55,71.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed
2001,1,1,0,30,0,0,0,3.2823781967163086
2001,1,1,1,30,0,0,0,3.51204252243042
2001,1,1,2,30,0,0,0,3.5706825256347656
2001,1,1,3,30,0,0,0,3.579545736312866
2001,1,1,4,30,0,0,0,3.5974104404449463
2001,1,1,5,30,0,0,0,4.419722080230713
2001,1,1,6,30,0,0,0,4.435778617858887
2001,1,1,7,30,0,0,0,4.353470802307129
2001,1,1,8,30,80,91,97,3.9353089332580566
2001,1,1,9,30,163,97,198,3.7025866508483887
2001,1,1,10,30,202,533,467,3.5855321884155273
2001,1,1,11,30,170,702,586,3.472214698791504
2001,1,1,12,30,214,657,631,3.4101290702819824
2001,1,1,13,30,295,362,520,3.4706063270568848
2001,1,1,14,30,278,197,387,3.755067825317383
2001,1,1,15,30,141,611,407,4.114876747131348
2001,1,1,16,30,104,443,226,4.294508457183838
2001,1,1,17,30,16,0,16,4.136940002441406
2001,1,1,18,30,0,0,0,4.167981147766113
2001,1,1,19,30,0,0,0,4.061856269836426
2001,1,1,20,30,0,0,0,3.728609561920166
2001,1,1,21,30,0,0,0,3.2461163997650146
2001,1,1,22,30,0,0,0,2.7796761989593506
2001,1,1,23,30,0,0,0,2.414848804473877
2001,1,2,0,30,0,0,0,2.183448076248169
2001,1,2,1,30,0,0,0,2.0441207885742188
2001,1,2,2,30,0,0,0,1.9868086576461792
2001,1,2,3,30,0,0,0,1.9044245481491089
2001,1,2,4,30,0,0,0,1.7050936222076416
2001,1,2,5,30,0,0,0,1.4892586469650269
2001,1,2,6,30,0,0,0,1.3496129512786865
2001,1,2,7,30,0,0,0,1.3462611436843872
2001,1,2,8,30,73,301,127,1.27508544921875
2001,1,2,9,30,125,546,319,1.0119096040725708
2001,1,2,10,30,154,672,488,1.4309940338134766
2001,1,2,11,30,171,736,606,1.5557774305343628
2001,1,2,12,30,177,760,660,1.5605725049972534
2001,1,2,13,30,175,754,645,1.533542513847351
2001,1,2,14,30,165,713,560,1.6529814004898071
2001,1,2,15,30,143,625,417,1.8943989276885986
2001,1,2,16,30,105,455,232,2.1141507625579834
2001,1,2,17,30,31,6,32,2.3567755222320557
2001,1,2,18,30,0,0,0,2.5997917652130127
2001,1,2,19,30,0,0,0,2.7323715686798096
2001,1,2,20,30,0,0,0,2.600969076156616
2001,1,2,21,30,0,0,0,2.322598695755005
2001,1,2,22,30,0,0,0,2.080909490585327
2001,1,2,23,30,0,0,0,1.876894235610962
2001,1,3,0,30,0,0,0,1.7413774728775024
2001,1,3,1,30,0,0,0,1.7128149271011353
2001,1,3,2,30,0,0,0,1.831619143486023
2001,1,3,3,30,0,0,0,1.9795575141906738
2001,1,3,4,30,0,0,0,2.090101957321167
2001,1,3,5,30,0,0,0,2.1831328868865967
2001,1,3,6,30,0,0,0,2.245441436767578
2001,1,3,7,30,0,0,0,2.2189056873321533
2001,1,3,8,30,79,267,127,1.903890609741211
2001,1,3,9,30,125,548,320,1.3866541385650635
2001,1,3,10,30,155,674,490,1.6882822513580322
2001,1,3,11,30,171,738,609,1.6027220487594604
2001,1,3,12,30,178,764,664,1.2976168394088745
2001,1,3,13,30,176,757,648,1.063818335533142
2001,1,3,14,30,165,717,564,1.0318418741226196
2001,1,3,15,30,144,630,421,1.164141297340393
2001,1,3,16,30,107,463,236,1.3006751537322998
2001,1,3,17,30,30,0,30,1.4201529026031494
2001,1,3,18,30,0,0,0,1.5305675268173218
2001,1,3,19,30,0,0,0,1.6072278022766113
2001,1,3,20,30,0,0,0,1.62650465965271
2001,1,3,21,30,0,0,0,1.581594705581665
2001,1,3,22,30,0,0,0,1.5218608379364014
2001,1,3,23,30,0,0,0,1.51187264919281
2001,1,4,0,30,0,0,0,1.5230332612991333
2001,1,4,1,30,0,0,0,1.49311101436615
2001,1,4,2,30,0,0,0,1.335899829864502
2001,1,4,3,30,0,0,0,1.2004610300064087
2001,1,4,4,30,0,0,0,1.215519666671753
2001,1,4,5,30,0,0,0,1.328098177909851
2001,1,4,6,30,0,0,0,1.446427822113037
2001,1,4,7,30,0,0,0,1.506922960281372
2001,1,4,8,30,78,226,118,1.4524353742599487
2001,1,4,9,30,144,429,297,1.1267755031585693
2001,1,4,10,30,172,624,483,0.41657865047454834
2001,1,4,11,30,172,748,617,0.38616442680358887
2001,1,4,12,30,179,772,672,0.7514083385467529
2001,1,4,13,30,177,765,656,1.0030484199523926
2001,1,4,14,30,166,725,571,1.0735671520233154
2001,1,4,15,30,145,638,427,1.2383129596710205
2001,1,4,16,30,141,349,240,1.4702309370040894
2001,1,4,17,30,31,1,32,1.8134114742279053
2001,1,4,18,30,0,0,0,2.2424991130828857
2001,1,4,19,30,0,0,0,2.592782735824585
2001,1,4,20,30,0,0,0,2.781259059906006
2001,1,4,21,30,0,0,0,2.8509607315063477
2001,1,4,22,30,0,0,0,2.837491989135742
2001,1,4,23,30,0,0,0,2.775989294052124
2001,1,5,0,30,0,0,0,2.7764382362365723
2001,1,5,1,30,0,0,0,2.8775811195373535
2001,1,5,2,30,0,0,0,2.972007989883423
2001,1,5,3,30,0,0,0,3.042238473892212
2001,1,5,4,30,0,0,0,3.076479196548462
2001,1,5,5,30,0,0,0,3.051396131515503
2001,1,5,6,30,0,0,0,2.913966655731201
2001,1,5,7,30,0,0,0,2.6903815269470215
2001,1,5,8,30,79,265,126,2.2376058101654053
2001,1,5,9,30,121,563,321,1.5252095460891724
2001,1,5,10,30,146,685,487,1.1101793050765991
2001,1,5,11,30,158,750,604,1.4002512693405151
2001,1,5,12,30,163,776,659,1.3844276666641235
2001,1,5,13,30,161,769,644,1.433106780052185
2001,1,5,14,30,154,727,562,1.546088457107544
2001,1,5,15,30,140,626,419,1.699516773223877
2001,1,5,16,30,143,353,244,1.8210080862045288
2001,1,5,17,30,34,10,35,2.046034574508667
