2010,05,01,00,05,-2.95,1,-99999,99,-2.61,1,19.18,1,96.1,1,18.93,1,3.5,1,201.7,1,6.86,1,1011.6,1,12.77,1,128.67,1
2010,05,01,00,10,-3.3,1,-99999,99,-2.89,1,19.13,1,96.6,1,18.89,1,2.96,1,200.9,1,4.95,1,1011.6,1,12.77,1,128.64,1
2010,05,01,00,15,-3.56,1,-99999,99,-3.23,1,19.08,1,97.2,1,18.86,1,3.36,1,200.3,1,5.52,1,1011.6,1,12.77,1,128.58,1
2010,05,01,00,20,-2.9,1,-99999,99,-2.57,1,19.07,1,97.6,1,18.83,1,3.68,1,200.1,1,6.28,1,1011.5,1,12.77,1,128.5,1
2010,05,01,00,25,-3.39,1,-99999,99,-2.94,1,19.06,1,98,1,18.8,1,3.47,1,199.6,1,6.86,1,1011.5,1,12.76,1,128.39,1
2010,05,01,00,30,-3.23,1,-99999,99,-2.83,1,19.05,1,98.2,1,18.77,1,3.3,1,197.8,1,5.52,1,1011.5,1,12.71,1,128.25,1
2010,05,01,00,35,-3.39,1,-99999,99,-2.97,1,19.01,1,98.7,1,18.73,1,3.14,1,204.1,1,5.71,1,1011.5,1,12.75,1,128.08,1
2010,05,01,00,40,-3.15,1,-99999,99,-2.82,1,18.97,1,99.2,1,18.7,1,3.61,1,199.5,1,6.28,1,1011.4,1,12.76,1,127.89,1
2010,05,01,00,45,-2.82,1,-99999,99,-2.48,1,18.99,1,99.4,1,18.68,1,3.28,1,205.7,1,5.52,1,1011.5,1,12.76,1,127.67,1
2010,05,01,00,50,-3.17,1,-99999,99,-2.9,1,18.97,1,99.7,1,18.65,1,3.5,1,198.2,1,6.09,1,1011.4,1,12.76,1,127.43,1
2010,05,01,00,55,-3.31,1,-99999,99,-2.95,1,18.93,1,100.1,1,18.63,1,3.21,1,201.4,1,6.66,1,1011.4,1,12.76,1,127.16,1
2010,05,01,01,00,-3.5,1,-99999,99,-3.01,1,18.9,1,100.5,1,18.6,1,2.99,1,203.8,1,5.14,1,1011.4,1,12.76,1,126.87,1
2010,05,01,01,05,-3.57,1,-99999,99,-3.15,1,18.84,1,100.9,1,18.57,1,2.77,1,201.7,1,6.09,1,1011.5,1,12.75,1,126.55,1
2010,05,01,01,10,-3.24,1,-99999,99,-2.89,1,18.82,1,101.2,1,18.54,1,3.51,1,205.9,1,6.47,1,1011.5,1,12.75,1,126.21,1
