2008,05,01,00,05,-3.48,1,-99999,99,-4.42,01,0,99,0,99
2008,05,01,00,10,-3.92,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,00,15,-4.21,1,-99999,99,-4.64,01,0,99,0,99
2008,05,01,00,20,-4.57,1,-99999,99,-5.15,01,0,99,0,99
2008,05,01,00,25,-4.38,1,-99999,99,-5.03,01,0,99,0,99
2008,05,01,00,30,-4.76,1,-99999,99,-5.22,01,0,99,0,99
2008,05,01,00,35,-5.46,1,-99999,99,-5.74,01,0,99,0,99
2008,05,01,00,40,-5.44,1,-99999,99,-5.92,01,0,99,0,99
2008,05,01,00,45,-5.31,1,-99999,99,-5.7,01,0,99,0,99
2008,05,01,00,50,-4.6,1,-99999,99,-4.91,01,0,99,0,99
2008,05,01,00,55,-4.22,1,-99999,99,-4.6,01,0,99,0,99
2008,05,01,01,00,-4.01,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,01,05,-3.64,1,-99999,99,-4.36,01,0,99,0,99
2008,05,01,01,10,-3.85,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,01,15,-3.95,1,-99999,99,-4.53,01,0,99,0,99
2008,05,01,01,20,-3.98,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,01,25,-4.04,1,-99999,99,-4.56,01,0,99,0,99
2008,05,01,01,30,-3.98,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,01,35,-3.75,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,01,40,-3.51,1,-99999,99,-4.48,01,0,99,0,99
2008,05,01,01,45,-3.78,1,-99999,99,-4.5,01,0,99,0,99
2008,05,01,01,50,-3.37,1,-99999,99,-4.46,01,0,99,0,99
2008,05,01,01,55,-3.7,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,02,00,-3.95,1,-99999,99,-4.51,01,0,99,0,99
2008,05,01,02,05,-3.18,1,-99999,99,-4.02,01,0,99,0,99
2008,05,01,02,10,-2.57,1,-99999,99,-3.05,01,0,99,0,99
2008,05,01,02,15,-2.29,1,-99999,99,-2.41,01,0,99,0,99
